iso,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
MNE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.150515,24.700285,22.48894,20.529218,18.872155,17.528237,16.520059,15.821595,15.402305,15.192375,15.103032,15.084376,15.074304,15.018035,14.86886,14.596666,14.183771,13.64125,12.979794,12.22306,11.407417,10.559349,9.710447,8.85191,8.012593,7.208904,6.444007,5.730697,5.07165,4.472375,3.930473,3.455271,3.06739,2.767658,2.545025
MAR,NA,NA,NA,NA,NA,NA,257.178773,251.698974,246.671722,241.734919,237.061624,232.286231,227.436604,222.565635,217.551134,212.396656,207.077174,201.718706,196.612121,191.782977,187.364619,183.113388,179.040138,174.777705,170.134042,164.946347,159.1671,152.862534,146.124439,139.2741,132.494732,125.934219,119.535613,113.341524,107.412291,101.791274,96.487792,91.594096,87.082292,82.956171,79.113338,75.518116,72.077058,68.773885,65.591527,62.536253,59.610302,56.812543,54.175681,51.712343,49.428027,47.288149,45.294502,43.376388,41.57439,39.817883,38.145348,36.552735,35.015847,33.513518,32.053057,30.654088,29.276742,27.961995,26.714324,25.528084,24.405395,23.382784,22.411321
MOZ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,268.32039,269.875147,271.074809,271.993474,272.399351,272.489162,272.250424,271.556954,270.537307,269.532417,268.258827,267.115113,265.900917,264.704423,264.26759,263.718085,263.37202,262.870172,261.898728,260.523572,258.551437,255.899565,253.12186,250.15918,247.264369,244.350421,241.305852,238.116307,234.304887,229.770524,224.378242,217.754511,209.762403,200.523615,190.714866,180.966399,171.484084,162.508589,154.362128,146.893687,139.934401,133.574502,127.520644,120.537748,114.134259,108.172132,104.526245,99.521253,94.704622,89.887934,86.146824,81.826635,78.075908,75.530986,73.217734
MMR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,181.174767,177.711961,174.398691,171.135499,167.800968,164.332032,160.777622,157.13394,153.582471,150.068944,146.689613,143.468017,140.449935,137.539733,134.7074,132.091392,129.63104,127.083285,124.718119,122.41179,120.042732,117.642789,115.085056,112.463585,109.778892,107.085359,104.336686,101.694163,99.056535,96.486402,93.981817,91.544685,89.083174,86.675036,84.282152,81.829766,79.316569,76.705063,74.042636,71.360259,88.936787,65.969103,63.299618,60.73063,58.178596,55.763281,53.574049,51.578299,49.704556,47.872379,46.194269
NAM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96.389097,96.867755,97.409407,98.028789,98.519002,99.213961,99.9518,100.605025,101.299665,102.046089,102.65908,102.912112,102.791028,102.018401,100.543543,98.460193,95.719821,92.577852,89.08049,85.581106,82.215597,79.120785,76.212848,73.681009,71.591916,70.130055,69.480495,69.700329,70.697769,72.0708,73.566204,74.945002,76.145459,77.066347,77.661289,78.019538,78.085599,77.506872,73.127441,67.350612,61.218859,54.099994,50.664198,48.34282,47.556603,47.956586,46.592933,45.27826,44.935912,42.853245,41.367602,39.618699
NRU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72.727436,69.73431,67.041703,64.631493,62.18132,59.729771,57.434052,55.211231,53.155428,51.229656,49.325637,47.558828,45.823863,44.276361,42.88435,41.633352,40.622272,39.797002,39.162943,38.818567,38.74946,38.836106,39.107088,39.344152,39.330124,39.037602,38.404909,37.642271,36.784805,35.963062,34.9309,33.924966,32.882601,31.83132
NPL,334.17756,333.509592,332.803516,332.190605,331.39955,330.700334,329.866673,328.860075,327.233984,324.997821,322.102826,318.17688,313.66459,308.254721,302.330655,295.963348,289.527764,283.13498,276.771402,270.740204,264.956672,259.407154,253.913307,248.629002,243.389196,237.974147,232.514748,226.925283,221.022507,214.795882,208.42257,201.842612,195.341656,188.786686,182.143558,175.410188,168.534433,161.42038,154.220642,146.993845,139.783699,132.717091,125.88955,119.337608,113.086925,107.118356,101.46632,96.049135,90.812069,85.830856,81.0649,76.523879,72.257789,68.306582,64.594854,61.115055,57.895469,54.85252,52.025872,49.346444,46.826671,44.448125,42.181472,40.066879,38.118664,36.394852,34.825219,33.439698,32.184664
NLD,31.863224,30.427717,29.017675,27.655339,26.346851,25.119226,24.019337,23.054904,22.215309,21.485064,20.843609,20.266027,19.741831,19.252318,18.782505,18.324647,17.866094,17.396138,16.901651,16.372774,15.819459,15.255829,14.694445,14.141929,13.60408,13.079308,12.572029,12.085324,11.637571,11.239815,10.894472,10.607038,10.368647,10.154539,9.937822,9.709627,9.457658,9.18292,8.897594,8.60884,8.317982,8.017778,7.712479,7.415527,7.143595,6.904622,6.705293,6.545143,6.412619,6.298536,6.18708,6.062299,5.912969,5.742569,5.554804,5.357234,5.152206,4.95294,4.766833,4.603343,4.463067,4.345175,4.24645,4.163876,4.093408,4.033323,3.980555,3.929953,3.873533
NZL,35.530411,34.723439,33.870057,32.994964,32.119146,31.325659,30.658087,30.063753,29.450287,28.730305,27.867556,26.851726,25.771824,24.743374,23.841414,23.095894,22.502374,22.027401,21.602357,21.188286,20.765245,20.322138,19.853883,19.361008000000002,18.846715,18.302207,17.727243,17.141328,16.577441,16.060184,15.596891,15.193247,14.832871,14.492541,14.150126,13.785008,13.376431,12.909589,12.371194,11.772051,11.154524,10.562454,10.013249,9.525145,9.105152,8.736954,8.404598,8.104539,7.836121,7.598969,7.389042,7.199805,7.025942,6.865444,6.715479,6.58012,6.464677,6.368652,6.283656,6.20782,6.143861,6.088846,6.047287,6.019253,5.996152,5.965852,5.90217,5.808086,5.698018
NIC,NA,NA,NA,NA,NA,202.521119,200.759008,198.982733,197.295071,196.069859,194.414731,192.840106,191.404722,189.913663,188.31828,186.397718,184.4821,182.353236,179.738722,176.789488,173.435169,169.568331,165.092249,159.736733,153.558862,146.65189,139.094614,131.088275,123.053323,115.111962,107.582789,100.759553,94.782884,89.534865,85.047734,81.223589,77.889125,74.971252,72.210581,69.404729,66.439551,63.369033,60.116566,56.854454,53.646767,50.512807,47.477712,44.526723,47.574549,39.052491,36.565076,34.250637,32.099669,30.100092,28.244188,26.517299,24.933411,23.530779,22.298023,21.268102,20.442065,19.834846,19.434003,19.16678,18.982975,18.837045,18.695607,18.523072,18.293831
NER,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,314.945662,319.082924,323.10874,327.313601,331.506938,335.082556,337.634486,338.88085,338.234937,335.67922,331.389339,326.715237,322.518038,319.97416,319.436434,321.314737,324.95934,329.326231,333.652414,336.603622,337.634641,336.485211,333.44722,328.644462,321.913671,313.63627,303.438275,291.577182,278.709634,265.971293,254.57025,244.439706,235.177441,226.11512,216.601271,206.1405,194.865462,183.235988,171.687757,160.730388,150.225309,140.296543,131.116801,122.621054,115.123854,108.721562,103.191185,98.474486,94.307601,90.335821,86.705297,83.656868
NGA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,326.880762,320.058186,313.523831,306.824368,299.998476,292.7247,285.096998,277.107625,268.697343,260.323404,251.904465,243.77801,236.1411,229.131988,222.879524,217.57775,213.327316,210.273715,208.39234,207.59795,207.672735,208.333022,209.22855,210.159862,210.746559,211.05086,210.916212,210.511636,209.841728,209.022275,207.7867,205.940908,203.260429,199.622605,195.178009,190.086923,184.799657,179.196046,173.423016,167.488621,161.720618,156.239467,151.055143,146.255915,142.027846,138.333092,135.203958,132.530319,130.467113,128.561673,126.909615,125.401279,123.885002,122.095629,119.913629
NIU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.194868,10.754528,11.374392,12.052202,12.767899,13.484526,14.273686,15.102888,15.990438,16.922148,17.881551,18.927158,20.069812,21.228392,22.486723,23.828118,25.196802,26.66268,28.13392,29.438054,30.350673,30.865355,30.997708,30.807433,30.435305,29.871842,29.237066,28.608501,27.900169000000002,27.074121,26.325972,25.559403,24.813357,23.946174
NOR,32.832325,30.869697,29.096863,27.644296,26.586201,25.820001,25.179273,24.544844,23.905474,23.253301,22.625655,22.055358,21.550615,21.02625,20.410304,19.710076,18.977664,18.247432,17.547699,16.879764,16.240155,15.607808,14.959126,14.298729,13.619858,12.925947,12.219147,11.518705,10.898493,10.409558,10.070296,9.896336,9.882485,9.973782,10.102571,10.215905,10.24224,10.127068,9.825745,9.318222,8.661193,7.946171,7.243566,6.61823,6.105741,5.716957,5.436139,5.243686,5.102277,4.978111,4.846595,4.704884,4.54509,4.372884,4.200351,4.028014,3.859485,3.697592,3.538147,3.381624,3.234214,3.099291,2.981708,2.88263,2.797541,2.723515,2.659646,2.600706,2.542996
OMN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,322.382121,308.062784,294.339319,281.197514,267.957143,255.105388,242.050555,228.943812,216.449677,203.926572,191.703702,179.717215,167.662201,155.780133,144.022164,132.424987,121.298343,110.567252,100.296148,90.478603,81.282311000000007,72.916076,65.292725,58.562629,52.702058,47.515251,42.942509,38.911761,35.248699,31.934257,28.979967,26.388368,24.10394,22.171315,20.484543,18.998775,17.650853,16.458229,15.438633,14.577374,13.868586,13.285174,12.828713,12.477318,12.210547,12.001528,11.835307,11.693231,11.551644,11.40551,11.289838,11.235243,11.235467,11.286798,11.3633,11.417837
PAK,377.245344,361.759163,346.988455,332.804583,319.77862,306.894608,294.801862,283.445858,272.660575,262.438454,252.946428,243.959648,235.489808,227.701163,220.577931,214.007538,208.218397,203.046877,198.489018,194.359876,190.539727,186.993291,183.747207,180.7957,178.001835,175.397095,172.870906,170.548646,168.213922,165.980495,163.685508,161.445053,159.142413,156.732628,154.243362,151.705348,149.105419,146.488632,143.927869,141.373775,138.870698,136.353494,133.844434,131.318689,128.779715,126.179621,123.483242,120.727663,117.952736,115.167108,112.42161,109.779697,107.19944,104.70915,102.221097,99.78173,97.325645,94.873475,92.411519,89.95148,87.510945,85.116196,82.749675,80.489058,78.219644,76.017967,73.797098,71.493119,69.308919
PLW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.422012,36.230294,36.047103,35.822203,35.58516,35.263116,34.880111,34.393362,33.790212,33.10125,32.341794,31.592956,30.853624,30.146016,29.449323,28.830085,28.231989,27.658629,27.124851,26.591485,26.117441,25.584367,25.040351,24.457131,23.845372,23.188121,22.510708,21.796181,21.082524,20.443104,19.763009,19.165355,18.50313,17.923578
PAN,NA,116.258703,112.814814,109.56723,106.409558,103.30826,100.346039,97.477575,94.797572,92.125437,89.479711,86.823527,84.191453,81.649472,79.191278,76.928921,74.724214,72.553686,70.391262,67.975409,65.279402,62.418906,59.40867,56.477915,53.813039,51.537247,49.523217,47.77697,46.23153,44.827848,43.404753,41.977063,40.467784,39.000429,37.565804,36.206622,34.956925,33.764681,32.670158,31.681551,30.797361,30.024936,29.382964,28.842138,28.390138,27.98665,27.622619,27.256319,26.853344,26.397199,25.890227,25.316874,24.684875,24.072214,23.461664,22.881901,22.273852,21.677956,21.056974,20.496447,19.863198,19.225019,18.63614,18.065638,17.51271,16.919396,16.338619,15.791259,15.270906
PNG,NA,NA,NA,NA,NA,230.763347,223.849877,217.170675,210.601299,204.178161,197.71793,191.638558,185.463008,179.576409,173.838953,168.266717,162.957507,157.811399,152.795366,148.103015,143.470212,139.083506,134.807403,130.713829,126.873311,123.176312,119.651324,116.318413,113.246626,110.296429,107.543729,104.916019,102.452626,100.142092,97.980264,95.968162,94.069007,92.253947,90.509184,88.769628,87.12798,85.485361,83.913641,82.365288,80.889508,79.476919,78.061004,76.668633,75.23056,73.818611,72.401434,70.984679,69.571437,68.162929,66.721956,65.321859,63.887015,62.45742,61.015602,59.58521,58.22409,56.869988,55.512225,54.225123,52.965366,51.743021,50.480338,49.160652,47.808852
PRY,NA,NA,NA,NA,NA,NA,85.859796,84.994215,84.111512,83.203,82.378917,81.684259,81.066562,80.557269,80.137476,79.77876,79.46116,79.12925,78.803627,78.400336,77.866913,77.213908,76.431236,75.492132,74.367711,73.140179,71.804226,70.365666,68.766775,67.049505,65.164465,63.134014,61.032369,58.898212,56.784422,54.757212,52.785408,50.85798,48.965191,47.16107,45.418307,43.743469,42.152982,40.697239,39.37257,38.202291,37.158497,36.239188,35.357096,34.549958,33.746081,33.011357,32.263791,31.474212,30.718961,29.949251,29.21703,28.43732,27.65539,26.810644,26.036893,25.219073,24.436336,23.676272,22.94849,22.242607,21.593668,20.862905,20.152819
PER,NA,NA,304.170116,290.982721,278.435988,266.952387,256.873359,247.880829,240.250858,233.336435,227.003734,220.627531,213.942069,206.963904,200.051603,193.194612,186.633572,180.636936,175.086144,169.949627,165.106206,160.344286,155.581911,150.792025,146.198296,141.891182,137.989751,134.671731,131.737058,129.056589,126.223377,123.085852,119.465366,115.294153,110.515157,105.286333,99.879457,94.575487,89.568876,84.891642,80.546355,76.29968,71.91677,67.415751,62.888665,58.333934,53.886047,49.605994,45.607634,41.934478,38.601781,35.59922,32.963953,30.612447,28.534227,26.695858,25.056868,23.606668,22.302035,21.144436,20.131885,19.200625,18.353442,17.579991,16.836501,16.125323,15.461275,14.871198,14.307944
PHL,NA,NA,NA,136.496218,131.096764,125.897362,120.847839,116.048071,111.575568,107.380723,103.648661,100.402593,97.64901,95.292559,93.204014,91.238688,89.351906,87.576809,85.995865,84.670206,83.65122,82.95778,82.493817,82.252203,82.15907,82.045926,81.88883,81.582373,81.040555,80.33174,79.405961,78.438599,77.391437,76.131376,74.61905,72.706304,70.228762,67.179269,63.786743,60.214979,56.673967,53.38836,50.464851,47.885078,45.661994,43.758238,42.13158,40.725721,39.559026,38.60377,37.799866,37.089762,36.39447,35.723284,35.046503,34.433532,33.838317,33.30508,32.838377,32.400552,32.011055,31.624712,31.216994,30.878722,30.517716,30.146519,29.658816,29.052596,28.371869
POL,NA,NA,NA,NA,NA,NA,NA,NA,81.278327,72.09973,65.03205,59.761824,55.635927,52.17636,48.97967,45.760777,42.791421,40.484055,38.878412,37.543552,36.057924,34.334774,32.454178,30.554383,28.930817,27.806651,27.025405,26.29327,25.465781,24.654402,23.952946,23.322017,22.666745,21.934211,21.148824,20.347792,19.578283,18.913145,18.360185,17.861293,17.356888,16.860203,16.426991,16.007958,15.398999,14.429237,13.216186,11.991436,10.887502,9.986973,9.308402,8.814153,8.425956,8.10047,7.817537,7.563898,7.308327,7.013339,6.671262,6.316685,5.9798,5.675905,5.419473,5.208588,5.026869,4.859989,4.705752,4.568675,4.448728
PRT,NA,NA,NA,NA,129.934608,126.956911,124.263777,121.882348,119.690606,117.228012,114.154726,110.025541,104.440132,97.656393,90.922706,85.203895,80.766407,77.55839,75.122518,72.300098,68.205412,63.099774,57.777305,52.695906,47.92242,43.472181,39.369262,35.667912,32.424182,29.70506,27.534153,25.781246,24.257521,22.853243,21.570135,20.405763,19.29723,18.182032,17.034111,15.864988,14.713157,13.578749,12.464459,11.406106,10.485102,9.742686,9.145761,8.639925,8.172753,7.701974,7.201231,6.670484,6.122559,5.582237,5.103984,4.725849,4.441382,4.232239,4.079905,3.962974,3.86819,3.790165,3.728521,3.685802,3.662556,3.659132,3.672985,3.704608,3.746524
QAT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70.509608,65.815526,61.444292,57.370462,53.677196,50.403744,47.438192,44.738502,42.230313,40.020023,38.00539,36.136725,34.376074,32.79022,31.239016,29.694967,28.187847,26.679381,25.158323,23.662383,22.190109,20.77425,19.428011,18.18895,17.081263,16.111617,15.29318,14.594393,13.993232,13.462269,12.95685,12.476197,12.009932,11.569412,11.155302,10.771131,10.419995,10.107155,9.82315,9.564939,9.331503,9.111728,8.895211,8.672426,8.421421,8.140637,7.827582,7.498221,7.162936,6.833584
ROU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.907665,54.274774,53.139212,57.901105,64.021862,65.486806,61.737975,55.991264,50.664075,46.797108,44.876919,44.030013,42.817684,40.699913,38.637865,37.441943,36.795556,35.869819,34.387372,32.747559,31.413103,30.824485,31.436171,33.183201,34.72368,34.561446,32.939338,31.083331,29.678417,28.68129,27.993548,27.509042,27.106958,26.627686,25.839163,24.578043,23.125261,21.912143,21.0995,20.533778,20.022708,19.275149,17.988496,16.210965,14.430059,13.009582,12.024915,11.475143,11.258963,11.07228,10.635851,9.968438,9.211237,8.473563,7.820313,7.283268
RUS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.15601,36.552949,34.964859,33.523269,32.249871,31.139165,30.190741,29.40815,28.759492,28.151448,27.590506,27.052881,26.573819,26.085092,25.548312,24.926029,24.206763,23.396049,22.610045,21.993426,21.634416,21.518647,21.620289,21.818806,21.918677,21.814893,21.549192,21.1861,20.703333,20.068044,19.253196,18.275637,17.159706,15.985846,14.827626,13.739665,12.756285,11.896514,11.197323,10.684286,10.339796,10.075566,9.802724,9.472303,9.046602,8.532852,8.01815,7.562509,7.176271
RWA,NA,NA,NA,NA,NA,NA,246.085237,239.151856,232.025475,225.825578,220.229565,215.86724,212.495109,210.45742,209.627985,209.790198,210.713375,212.548833,215.127635,218.210677,221.424682,224.954177,229.290347,234.847574,241.12213,247.164672,251.227194,251.229571,245.116993,233.736408,218.589421,202.052899,186.996194,175.578463,167.303656,161.014152,156.187471,152.640443,150.663913,150.655159,153.635314,159.731778,168.257428,186.023276,286.029833,243.547576,186.049993,208.537798,226.093023,191.046569,183.053867,169.640069,154.552388,139.25465,124.193141,110.374078,98.262663,87.824198,78.633214,70.650634,63.507316,56.781025,51.662668,47.465479,44.091361,41.260782,38.815832,36.935321,35.26882
KNA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71.568085,68.704041,66.025149,63.492996,61.166329,59.0313,56.955042,54.879454,52.645716,50.195303,47.588779,44.913767,42.255941,39.796637,37.60104,35.650623,34.002136,32.662446,31.579503,30.734533,30.063647,29.534728,29.079649,28.610051,28.069431,27.394281,26.589942,25.609833,24.492265,23.263487,21.956651,20.684907,19.493657,18.439157,17.530552,16.758684,16.10359,15.565988,15.107662,14.71454,14.370547,14.049111,13.747222,13.42839,13.100244,12.716523,12.356537,11.978838
LCA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76.330001,69.09472,62.407284,56.190376,50.578938,45.635825,41.416183,37.966583,35.235238,33.08758,31.396005,30.043114,28.92947,27.978164,27.058945,26.139962,25.217285,24.340999,23.564865,22.901821,22.33398,21.842654,21.353049,20.849254,20.338141,19.794526,19.282527,18.81849,18.4366,18.144019,17.959639,17.877832,17.899725,17.98447,18.119163,18.281765,18.434981,18.559319,18.639665,18.653444,18.619582,18.537389,18.422355,18.268319,18.057732,17.780915,17.414039,17.037459,16.61896
WSM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.028114,36.44929,34.917344,33.552458,32.308791,31.161093,30.123089,29.133789,28.177699,27.201323,26.216059,25.261894,24.345636,23.491682,22.651856,21.86577,21.109408,20.45019,19.902571,19.47721,19.177758,19.015093,18.928787,18.891593,18.881631,24.218145,18.698201,18.518275,18.260454,17.943286,17.561475,17.167639,16.709562,16.24545,15.770385
SMR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.856589,17.518464,16.252398,15.105565,14.003877,12.978076,12.049907,11.187578,10.359145,9.574899,8.868497,8.218235,7.607941,7.057973,6.547609,6.074197,5.637106,5.218487,4.840998,4.488083,4.162596,3.864107,3.58572,3.323019,3.081106,2.864093,2.681173,2.531698,2.406861,2.303107,2.204523,2.115329,2.036954,1.95823
STP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.470678,93.961409,91.025534,88.823577,87.286805,86.456168,86.363364,86.685975,87.28433,88.012032,88.58759,89.019822,89.309764,89.626502,90.142487,90.916853,92.078408,93.659055,95.550493,97.756389,99.974964,102.095785,104.008417,105.666959,107.023196,108.186494,108.7636,108.79136,108.090071,106.739432,104.411055,101.490019,97.926346,93.808614,89.33747,84.623595,79.833287,75.139697,70.577022,66.1011,61.999222,58.08729,54.532937,51.238393,48.1769,45.370335,42.766968,40.43363,38.422939,36.695931,35.07072,33.699544,32.370916,31.207324
SAU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,159.513745,149.257265,139.878525,131.093377,122.947387,115.143075,107.721494,100.802839,94.318904,88.087309,82.197252,76.596244,71.182604,66.176488,61.389021,56.785592,52.466346,48.404666,44.674149,41.227138,38.142775,35.37968,32.867754,30.631047,28.576242,26.710405,25.044545,23.523876,22.160191,20.879518,19.70557,18.598222,17.558966,16.56556,15.613084,14.679215,13.769248,12.905551,12.08155,11.303417,10.560002,9.857626,9.186964,8.539074,7.95413,7.468858,7.056381
SEN,338.148639,332.388486,326.82873,321.472212,316.334268,311.480556,307.009415,303.100909,300.079297,297.64536,296.406467,296.312615,296.848101,297.566976,297.974122,298.164181,297.810327,296.66083,294.895901,292.152902,288.266591,283.241042,276.921128,269.620306,261.373054,252.038397,241.563382,230.845627,220.730898,211.889542,204.124835,197.426841,191.334955,185.208405,178.489648,171.14098,163.063272,155.100443,148.115481,142.715531,139.01479,137.141826,136.81728,137.447543,138.597367,139.867675,140.681043,140.725073,139.377488,136.317331,131.484341,124.919107,117.172232,109.095836,101.145285,93.698344,86.953127,80.868119,75.456886,70.717779,66.387675,62.528935,59.015784,55.80606,52.852707,50.140744,47.725729,45.560773,43.627875
SRB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.172262,39.051756,37.460919,36.240872,34.418358,31.293925,27.865855,25.459904,24.308631,23.377305,21.779708,19.61915,17.370268,15.393124,13.948077,13.151466,12.714678,12.212859,11.444585,10.542645,9.663563,8.92046,8.405574,8.120846,7.95138,7.791988,7.606114,7.387988,7.142235,6.868051,6.57798,6.282141,6.009241,5.770062,5.548286
SYC,116.850689,115.994158,114.988008,113.861759,112.55561,111.370453,110.018498,108.795002,107.468895,106.081088,104.758826,103.36429,101.751685,100.041315,97.973978,95.423907,92.507058,88.973495,84.878052,80.265055,75.314492,70.246124,65.203476,60.217412,55.315153,50.508886,45.854165,41.438869,37.348579,33.671076,30.466303,27.730556,25.434154,23.555577,21.998927,20.72383,19.661747,18.76101,17.961177,17.236164,16.579166,15.99197,15.463178,14.999116,14.613721,14.302216,14.059209,13.892666,13.7856,13.719683,13.695513,13.69264,13.694,13.705797,13.724682,13.762476,13.805455,13.853465,13.911486,14.001638,14.098988,14.21649,14.341349,14.476333,14.631719,14.737052,14.761179,14.640404,14.452186
SLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,393.359839,387.983364,382.024047,376.108664,370.184645,363.937563,357.668193,351.598074,345.436069,339.414023,333.639775,328.103771,323.042189,317.972511,312.990173,308.12072,303.421926,298.68045,294.324888,290.161809,286.227152,282.673447,279.21728,276.315553,273.68158,271.155302,268.889653,266.85177,265.001241,263.568632,262.572309,261.644211,260.687832,259.528889,257.789723,255.371466,252.258761,248.487508,244.05572,239.146902,233.978357,228.55781,222.870399,216.787541,210.340599,203.551709,196.355653,188.574827,180.339963,171.693086,162.830059,153.937261,145.099311,136.742449,128.904993,121.781478,115.471966,109.853382,105.067439
SGP,NA,NA,NA,NA,78.520083,71.905981,66.286191,61.488684,56.923915,52.221242,47.656923,43.671307,40.494719,38.081156,36.367324000000004,34.998516,33.539759,31.812248,30.077513,28.536261,27.118204,25.642782,23.974956,21.946983,19.585509,17.386055,15.94421,15.339038,15.157341,15.003907,14.665373,14.056123,13.198615,12.306691,11.543251,10.902993,10.329204,9.748651,9.116777,8.402853,7.655061,6.937227,6.29544,5.76456,5.355381,5.043289,4.798231,4.586375,4.369463,4.12138,3.855536,3.600391,3.378471,3.196422,3.057675,2.959218,2.89466,2.859629,2.839731,2.827154,2.810795,2.785638,2.752524,2.723761,2.713277,2.719701,2.74695,2.785069,2.808721
SVK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.619443,20.706024,19.831087,18.987744,18.174199,17.400015,16.665574,15.976034,15.324896,14.704667,14.115081,13.54279,12.98961,12.456912,11.946322,11.462241,11.001721,10.565843,10.159985,9.780814,9.428412,9.100361,8.791796,8.498016,8.216333,7.944786,7.682183,7.431535,7.194924,6.974932,6.769921,6.576043,6.394763,6.22289,6.05742,5.89623,5.740201,5.585907
SVN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.048037,17.052341,16.117387,15.220838,14.34176,13.479734,12.63812,11.832641,11.076739,10.361292,9.693885,9.069388,8.483909,7.939422,7.436458,6.979346,6.559898,6.179569,5.832351,5.513856,5.218768,4.943703,4.684374,4.439808,4.207271,3.985786,3.77546,3.575514,3.387492,3.210763,3.045924,2.892149,2.747074,2.611149,2.481792,2.36103,2.246163,2.143252
SLB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,188.516288,178.968833,169.755217,161.172189,152.80761,144.811851,136.79072,128.712055,120.533621,112.599332,104.504421,97.05305,90.149793,83.641982,77.817418,72.47036,67.579212,63.202927,59.369753,56.048925,53.171819,50.72546,48.643629,46.86727,45.251626,43.802198,42.535606,41.396832,40.41041,39.434472,38.503201,37.548405,36.515236,35.473346,34.534149,33.648841,32.838145,32.143168,31.535795,30.971767,30.437368,30.018186,29.695755,29.396837,29.115717,28.797189,28.371734,27.815919,27.196544,26.466085,25.733338,24.946157,24.207237,23.439059,22.742153,22.02434,21.328302,20.626199,19.971703
SOM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,199.109593,196.441037,193.637015,191.129728,189.355568,187.395015,185.412058,182.63572,179.24874,176.034116,173.779667,172.665119,172.388667,172.386408,172.386408,172.386408,172.386408,172.386408,172.386408,172.386408,172.386408,172.386408,172.386408,172.33911,171.876442,169.871454,166.270217,162.056538,157.182319,152.12995,147.155581,142.288546,137.872386,133.377851,129.43685,125.468996,121.529795
